No	채널명	구독자수	전체 비디오개수	누적 조회수	비디오 제목	비디오 조회수	비디오 좋아요	카테고리	촬영지역	세부 지역	키워드	설명	업로드일자	썸네일	videoURL	videoPath	audioPath
900	곰탱이의 일상산책	1.97천명	-	-	아르떼뮤지엄   제주가볼만한곳   제주여행코스   제주여행   제주뮤지엄   arte museum   제주도   제주  	43825	359	맛집/투어	제주도	-	아르떼뮤지엄,Arte museum,제주가볼만한곳,제주전시관,제주뮤지엄,제주도여행,제주여행,제주도코스,국내최대규모,국내최대뮤지엄,제주애월	코엑스의 WAVE작품으로 유명한 해외 유명 디지탈디자인 컴퍼니 d strict가 만든 국내최대규모의 몰입형 미디어마트 전시관입니다 2020년 9월 30일날 오픈하였으며 초반부터 많은 관광객이 몰려 유명세를 실감하고 있습니다 1400평의 엄청난 공간에서 펼쳐지는 다이내믹한 미디어아트 전시가 예술적이지요 2020년까지는 5천원 할인된 가격으로 전시되고 있으니 2021년 되기전에 다녀오시는것이 유리할꺼 같네요   그런데 너무 멋져서 내년에도 아이들이 또 가자고 할꺼 같은 멋진 곳입니다 미디어아트의 최고봉일 국내 최대공간의 몰입형 미디어아트 아르떼뮤지엄 꼭 한번 찾아보세요	2020-10-07 00:00:00	https://i.ytimg.com/vi/THlgSWEPtmI/sddefault.jpg	https://www.youtube.com/watch?v=THlgSWEPtmI	아르떼뮤지엄   제주가볼만한곳   제주여행코스   제주여행   제주뮤지엄   arte museum   제주도   제주.mp4	아르떼뮤지엄   제주가볼만한곳   제주여행코스   제주여행   제주뮤지엄   arte museum   제주도   제주.mp3
901	모아Moa	1.87만명	-	-	 뚜벅이 혼자 떠난 제주도 여행 브이로그 2편 ㅣ제주도 카페투어 소품샵  맛집 17곳을 버스로 이동했던 나의 2박 3일 ㅣJEJU Travelog	197975	4.3천	맛집/투어	제주도	-	제주여행,제주도,제주도여행,뚜벅이제주도,제주도뚜벅이여행,제주도버스투어,제주도버스,제주도버스여행,렌트없이제주도,제주도카페투어,애월카페,제주카페,제주도카페,오그커피,유주커피,협재카페,협재맛집,제주도맛집,제주도우무,우무,카페우무,제주도푸딩,우무푸딩,옹포리카페,제주도옹포리,협재해수욕장,애월맛집,김만복김밥,달리책방,제주도책방,제주도서점,제주도북카페,옹포별장가든,제주도전복,카페노고로시,노고로시,제주도호텔,제주도호텔추천,제주도가성비호텔,그라벨호텔,제주도그라벨호텔,다람쥐식탁,한림읍맛집,한림읍카페,한림카페,한림맛집,한림소품샵,한림읍,한림읍소품샵,다람쥐쇼쿠지,이익새양과점,키리코,소품샵키리코,다방면,소품샵다방면,제주도다방면,제주도못생김,소품샵못생김,애월,제주도애월,카페모립,제주도모립,애월모립,제주도이너프,이너프,카페이너프,이너프파운드케이크,동문시장투어,제주도동문시장,동문시장소품샵,동문시장관심사,제주도관심사,소품샵관심사,사랑분식,제주도사랑분식,국내여행,우정여행	안녕하세요 여러분 제주 여행 브이로그 2탄도 열심히 만들어서 들고왔어요 많은 분들이 댓글로 다녀오신 경험도 이야기해주시고  영상을 보고 궁금한 것도 질문해주시고  잘 봤다고 칭찬도 해주셔서 너무 감사했습니다 그래서 이번 영상에서 자막으로 최대한 많은 설명을 보태고  제가 느꼈던 감정들을 열심히 써보았어요 제주 여행을 떠나기 전 인스타그램 사진들을 찾아보면서 제가 어디에 가고싶은지  뚜벅이가 효율적으로 다니려면 어떤 루트로 다녀야할지 고민을 정말 많이했는데 열심히 준비한 만큼 보람차고 가득찬 여행이 되었던 것 같아요 제 영상이 제주여행을 계획하는 분들께 조금이나마 도움이 되었으면 좋겠습니다 그럼 오늘 영상도 즐겁게 봐주세요  너무 너무 감사합니다 고화질로 1080p  보시면 더 선명합니다 영상과 관련하여 무례한 댓글은 신고하고 삭제하겠습니다 Instagram ID : our moment https: www instagram com our moment moa vlog 	2019-06-05 00:00:00	https://i.ytimg.com/vi/SUf19V259AU/sddefault.jpg	https://www.youtube.com/watch?v=SUf19V259AU	 뚜벅이 혼자 떠난 제주도 여행 브이로그 2편 ㅣ제주도 카페투어 소품샵  맛집 17곳을 버스로 이동했던 나의 2박 3일 ㅣJEJU Travelog.mp4	 뚜벅이 혼자 떠난 제주도 여행 브이로그 2편 ㅣ제주도 카페투어 소품샵  맛집 17곳을 버스로 이동했던 나의 2박 3일 ㅣJEJU Travelog.mp3
902	김찬용의 아싸티븨	3.58만명	-	-	제주도 아트 투어  미술관 추천 베스트5  김찬용의 아싸티븨 	12254	296	맛집/투어	제주도	-	제주도 여행,추천 미술관,호크니전,데이비드 호크니전,아싸티비,아싸TV,레오나르도 다빈치,벚꽃,봄 나들이 추천	  인스타그램   https: www instagram com kim chan yong      김찬용의 아싸티븨 채널   https: bit ly 2SnAXXl    제주도 가신 김에 한번쯤 즐겨 보시면 좋은 박물관 베스트 5 소개해드립니다  유민 미술관은 영상에 소개된 이미지 지포 뮤지엄  바로 옆쪽에 있습니다  둘 다 안도 다다오가 지은 건물인데  유민 미술관은 입구 외관이 좀 작아서 성산 일출봉과 닮은 세트 건물로 소개된 점 참고해 주세요   	2019-04-19 00:00:00	https://i.ytimg.com/vi/2oCoNHz7Pag/sddefault.jpg	https://www.youtube.com/watch?v=2oCoNHz7Pag	제주도 아트 투어  미술관 추천 베스트5  김찬용의 아싸티븨.mp4	제주도 아트 투어  미술관 추천 베스트5  김찬용의 아싸티븨.mp3
903	YTN news	318만명	-	-	 360 VR  제주도 핫플 전시를 집에서 관람할 수 있다   feat  360도 카메라    YTN	2652	38	맛집/투어	제주도	-		 아르떼뮤지엄 제주 에 전시되어있는  BEACH   Aurora 와  GARDEN  Light of Masterpieces  작품입니다 사회적 거리두기 강화로 직접 가보기 어렵다면 집에서  360  VR 로 즐겨보세요 아르떼뮤지엄  아르떼뮤지엄제주  제주도  360도카메라  VR	2021-12-17 00:00:00	https://i.ytimg.com/vi/NB3MaazvIpk/sddefault.jpg	https://www.youtube.com/watch?v=NB3MaazvIpk	 360 VR  제주도 핫플 전시를 집에서 관람할 수 있다   feat  360도 카메라    YTN.mp4	 360 VR  제주도 핫플 전시를 집에서 관람할 수 있다   feat  360도 카메라    YTN.mp3
904	펄이지엥 Pearlysien	12.8만명	-	-	 eng  제주의 베버리힐즈에 다녀왔어요  l 제주도 핫플레이스 l 수풍석박물관  본태박물관  베케정원  펄이지엥 	40234	1천	맛집/투어	제주도	-	브이로그,vlog,펄이지엥,조현주,현주언니,디자이너,컴퓨터그래픽디자이너,CG디자이너,제주,제주여행,제주도,제주도 한달살기,제주 한달살기,제주도 한달살이,제주 한달살이,제주 맛집,수풍석,수풍석 뮤지엄,수풍석 박물관,이타미 준,건축,건축 투어,건축가,박물관,안도 다다오,비오토피아,제주 브이로그,Jeju,jeju island,제주맛집,애월,협재,베케정원,싱싱잇,오름,둘레길,한달살기,게하,제주 게스트하우스,제주 렌트,제주 렌트카,제주 게하,제주 맥주,에어비앤비,제주 에어비앤비,뷰맛집,한경,한림,제주여행코스,제주도 찐맛집,제주 핫플,제주 여행코스,겨울 제주,제주도 눈,서귀포,제주시,서귀포 호텔,제주 호텔,겨울여행,국내여행,제주 비행기,제주도 비행기,제주 공항,제주 흑돼지,혼여행,제주 셀피,jeju selfie,인생샷,제주 인생샷,인스타그램,제주 인스타,성산일출봉,제주 귤	안녕하세요  펄이언니에요 오늘은 제 오랜 꿈 이야기를 들려드리려 합니다   저는 36년을 쉬지 않고 회사를 다녔는데요   다들 아시잖아요  사표를 던지고 싶은 순간들 ㅎㅎㅎ 그럴때마다 은퇴 이 꿈을 생각하면서 마음을 다스렸었지요 그 꿈은 바로 멋지게 은퇴하고 오직 저만을 위한 시간을 보내 보는 것 시계를 돌려서 작년 10월   저는 36년 꿈꿔오던 외지에서 한달 살기를 실행에 옮겼습니다  제주도에서요   그 당시 우리 펄이지엥 채널을 생각하며 간단히 영상을 찍어뒀었는데 코로나 상황이 더 악화되어서 공개해도 될지 많은 고민을 했습니다 고민 끝에 제 인생에서는 평생을 꿈꿔왔던 너무나 소중한 기록이기도 하고   시절을 답답하게 보내는 분들에게 작은 재미라도 드릴 수 있을지 모른다는 생각으로 공개를 결정했습니다   가을에 촬영을 해 계절감이 맞지 않은 점 양해 부탁드립니다 저는 직업이 컴퓨터 그래픽 디자이너다 보니  작품을 감상할 수 있는 곳들을 많이 가는 편인데요   오늘은 제주에서 가장 힙하다는 본태 박물관  수풍석 박물관  베케 정원을 보여드리려고요   국내에도 해외 못지 않은 멋진 박물관들이 많다는 점을 소개해드리고 싶었거든요   우리 눈에 익은 풍광에 맞는 전시다보니 더 마음에 와닿기도 했구요  여러분도 보시고 좋은 영감 얻어 가셨으면 좋겠네요  : 펄이언니의 이야기가 마음에 드셨다면  구독과 좋아요도 꼭  눌러주세요 제주한달살기  제주여행 instagram   인스타그램  pearlysien  http: www instagram com pearlysien	2021-01-08 00:00:00	https://i.ytimg.com/vi/pJL7iwbNrVo/sddefault.jpg	https://www.youtube.com/watch?v=pJL7iwbNrVo	 eng  제주의 베버리힐즈에 다녀왔어요  l 제주도 핫플레이스 l 수풍석박물관  본태박물관  베케정원  펄이지엥.mp4	 eng  제주의 베버리힐즈에 다녀왔어요  l 제주도 핫플레이스 l 수풍석박물관  본태박물관  베케정원  펄이지엥.mp3
905	마음 연구소	1.62천명	-	-	아르떼뮤지엄  제주에서 꼭 가봐야 할 전시   자막을 눌러주세요 	2752	78	맛집/투어	제주도	-	제주,아르떼뮤지엄,뮤지엄,ARTE,MUSEUM,artemuseum,애월,디스트릭트	  장소 : 아르떼뮤지엄  ARTE MUSEUM  전화 : 064 799 9009  주소 : 제주 제주시 애월읍 어림비로 478  홈페이지 : http: artemuseum com Please  Subscribe  and  Like 구독  과  좋아요  부탁드립니다 제주  아르떼뮤지엄  artemuseum	2020-11-10 00:00:00	https://i.ytimg.com/vi/766VkngFHPk/sddefault.jpg	https://www.youtube.com/watch?v=766VkngFHPk	아르떼뮤지엄  제주에서 꼭 가봐야 할 전시   자막을 눌러주세요.mp4	아르떼뮤지엄  제주에서 꼭 가봐야 할 전시   자막을 눌러주세요.mp3
906	제주살이 쥬리에뜨	6.24만명	-	-	 제주가이드  이 코스 위에 오름   숲   전시   사진명소 다 있다  동쪽 최애 드라이브 코스 중 하나인  금백조로 를 소개합니다   제주여행 제주살이 	11832	373	맛집/투어	제주도	-	제주,제주도,제주살이,제주일상,제주사람,제주도민,제주브이로그,제주VLOG,jejuisland,제주여행,제주도여행,성산읍,성산일출봉,일일코스,금백조로,제주도코스,제주여행코스,성산코스,아쿠아플라넷,산굼부리,안돌오름,밧돌오름,비밀의숲,비자림로,사려니숲,스누피가든,백약이오름,제주오름,제주도오름,쉬운오름,오름길잡이,오름안내,오름영상,빛의벙커,한화아쿠아플라넷,아쿠아리움,수족관,제주도수족관,섭지코지,성산여행,성산읍여행,플레이스제주,휘닉스,휘닉스아일랜드	  2021년 5월 27일 라이브 방송 중 일부입니다  개인적인 선호도를 바탕으로 추천드리는 내용임을 밝힙니다   금백조로 사랑합니다  고맙습니다 :  쥬리에뜨 이메일 jejusloth gmail com        쥬리에뜨 인스타그램  juliet in jeju	2021-05-30 00:00:00	https://i.ytimg.com/vi/34nUjAD88Wc/sddefault.jpg	https://www.youtube.com/watch?v=34nUjAD88Wc	 제주가이드  이 코스 위에 오름   숲   전시   사진명소 다 있다  동쪽 최애 드라이브 코스 중 하나인  금백조로 를 소개합니다   제주여행 제주살이.mp4	 제주가이드  이 코스 위에 오름   숲   전시   사진명소 다 있다  동쪽 최애 드라이브 코스 중 하나인  금백조로 를 소개합니다   제주여행 제주살이.mp3
907	제리보이 jerryvoy	7.13천명	-	-	배타고 제주도에 내차 가지고 가자    렌트카는 더이상 필요 없어요   실버클라우드호   완도 제주 페리 차량선적후기	398851	2.4천	맛집/투어	제주도	-	제주차량선적,완도제주배,실버클라우드,한일익스프레스,제주캠핑카,제주배타고가기,제주캠핑,제주여객선	제주도에 자기차 가져가면 어떨까요  제주도에서 좀 길게 지낼 기회가 생겨서 제 차를 가지고 제주도로 들어갔습니다  제주도에 차를 배에 싣고 가려면 완도나 목포 여수 부산등에서 가능한데  저는 가장 배타는 시간이 짧은 완도 제주행 실버클라우드호를 이용했습니다 배가 생각보다 엄청 크고 시설이 좋아서 놀랬습니다  물론 가격은 사악합니다 제주에 본인차를 가지고 가서 운전하는 느낌 한번 경험에 보고싶지 않으신가요  영상에서 확인해보세요 차량 선적 요금이나 배편 운항 스케쥴은 한일고속훼리 홈페이지에서 확인 가능하세요   http: www hanilexpress co kr intstagram : https: www instagram com intothecamping 제주행여객선  배타고제주가자	2020-05-25 00:00:00	https://i.ytimg.com/vi/j8aNXAJ-MXg/sddefault.jpg	https://www.youtube.com/watch?v=j8aNXAJ-MXg	배타고 제주도에 내차 가지고 가자    렌트카는 더이상 필요 없어요   실버클라우드호   완도 제주 페리 차량선적후기.mp4	배타고 제주도에 내차 가지고 가자    렌트카는 더이상 필요 없어요   실버클라우드호   완도 제주 페리 차량선적후기.mp3
908	쿠키커플クッキーカップル	25.7만명	-	-	한국 성박물관에 처음 가본 일본인 아내의 반응ㅋㅋㅋㅋ   제주도여행 브이로그Ep 01 	902823	6.4천	맛집/투어	제주도	-	한일커플,日韓カップル,쿠키커플,クッキーカップル,韓国語勉強,일본어공부,국제커플,国際カップル,커플VLOG,カップル vlog,カップルチャンネル,커플 유튜브,일본 VLOG,커플 브이로그,일본 브이로그,international couple,일본인 여자친구,한일커플 유튜브,カップルの日常,커플유튜브,커플vlog 일상,커플 브이로그 일상,カップル,韓国,국제커플 브이로그,국제커플 일본,일상 브이로그,couple vlog,couple relationship,여행 브이로그,외국인 여자친구,외국인 반응,외국인 먹방,외국인 리액션,국내여행,제주도,제주도 브이로그	몸과 마음이 후끈 달아올랐던 제주도 여행 1일차 쿠키커플 채널구독 https: bit ly 2VGSHxX 쿠키커플 멤버쉽 가입 https: www youtube com channel UCDCAySm8vBH8R7WwWuneTKg join 추천영상 삽겹살 좋아하는 일본인 아내가 제주도 오겹살을 보자마자 충격 받은 이유   제주도여행 브이로그Ep 02 https: youtu be WyvOk7rke8k 일본인 여친이 남자들만 아는 일본어를 배워왔다   https: youtu be ESQSSAf85hY 여자친구 생일 날 울렸습니다 https: youtu be QDwZwfGQWS0 일본인 여자친구와 한국어로만 대화하기 1탄   19금 주의 https: youtu be McRSeqZK1WU 일본 브이로그 온천에서 아찔한 첫 혼탕  카이세키 먹방  료칸  https: youtu be eX55Zb46vew 여자친구 이름을 조금씩 바꿔부르면 언제 알아챌까 ㅋㅋㅋㅋㅋㅋㅋㅋ https: youtu be jYfBiqK xys 평범한 날  여자친구에게 서프라이즈로 꽃 선물해주기 https: youtu be RmYKzxv3qOE 일본 여자들이 난리난다는  행동 츤데레  일본인 여자친구에게 해줬더니 반응이ㅋㅋㅋㅋ https: youtu be yJznGFUPTa4 CONTACT MAIL   justin2642 naver com FACEBOOK   https: www facebook com 1481024452028389 COUPLE INSTAGRAM   https: www instagram com kuki couple KYUNGSIK INSTA   https: www instagram com kyungggsxx turrea KURIKO INSTA   https: www instagram com ku ririn 한일커플  국제부부  제주도 사용된 음악 Music provided by 브금대통령 Track : Kid s Room   https: youtu be e4w3WzWeFbg Track : Doopba   https: youtu be 38kepvoHjoI Track : Motion Picture   https: youtu be S2JOak2Fdaw  Track : 시골 버스 정류장   https: youtu be BYKC4eBQFig	2021-12-08 00:00:00	https://i.ytimg.com/vi/c4cngx1yS7s/sddefault.jpg	https://www.youtube.com/watch?v=c4cngx1yS7s	한국 성박물관에 처음 가본 일본인 아내의 반응ㅋㅋㅋㅋ   제주도여행 브이로그Ep 01.mp4	한국 성박물관에 처음 가본 일본인 아내의 반응ㅋㅋㅋㅋ   제주도여행 브이로그Ep 01.mp3
909	SUNBA선바	80만명	-	-	제주도 성 박물관을 가보았다	763508	1만	맛집/투어	제주도	-	햄튜브,고탱,억섭호,망가녀,김남욱,선바,햄바,김선바,일해라 선바,먹방,햄버거,음악,락,게임,롤,잠뜰,도티,영국남자,퓨디파이,제주도,제주도 성 박물관,제주도 러브랜드,선바 성 박물관,러브 뮤지엄,성 미술관,섹스	오늘도 마감 성공하다니 재주도 좋지 재주도 좋아 제주도 좋아 인스타그램:  sunbaakim 트위터: 선바 선바팬카페:http: cafe naver com sunbaakim 선바굿즈: http: wootso cafe24 com 페이스북 선바의 예술세계: http: facebook com sunbaking 페이스북 김선우: http: facebook com sunbakim 팬사서함: 서울시 강서구 가양동 238 7 파크빌 301호	2016-11-12 00:00:00	https://i.ytimg.com/vi/fUiiN-gs8Os/sddefault.jpg	https://www.youtube.com/watch?v=fUiiN-gs8Os	제주도 성 박물관을 가보았다.mp4	제주도 성 박물관을 가보았다.mp3
910	난이린이 트리하우스 NanyRinyTreeHouse		-	-	 Episode 제주해양동물 박물관 다녀왔어요  우리나라 바다에서 잡힌 신기한 해양동물 보러오세요 	1814	11	맛집/투어	제주도	-		제주해양동물박물관에는 우리나라 바다에서 잡힌 엄청 큰 개복치  상어 등등 실제 물고기의 박제가 전시되어 있어요  해양동물전시 관람하시고 퀴즈도 풀고 체험활동도 즐겨보세요   또한 야외에도 아이들이 즐길거리 볼거리 등등 많고 조경도 너무나 예쁘게 되어 있답니다   13살 난이와 10살 린이와 함께하는 직장맘 프로방스블루입니다   그림그리는 난이와 피아노 치는 린이  경제적 자유를 꿈꾸는 프로방스 블루의  좌충우돌 스토리 기대해 주세요   제주해양동물박물관  초등체험학습  제주가볼만한곳  일상브이로그  vlog	2020-07-22 00:00:00	https://i.ytimg.com/vi/HwtSaKBmFuk/sddefault.jpg	https://www.youtube.com/watch?v=HwtSaKBmFuk	 Episode 제주해양동물 박물관 다녀왔어요  우리나라 바다에서 잡힌 신기한 해양동물 보러오세요.mp4	 Episode 제주해양동물 박물관 다녀왔어요  우리나라 바다에서 잡힌 신기한 해양동물 보러오세요.mp3
911	떠나GO	832명	-	-	 제주도여행 with 미스트롯  야 한 상상 러브랜드  ㅓㅜㅑ 	256414	824	맛집/투어	제주도	-	#러브랜드,#미스트롯,#제주도,#한담희,#장서영,#제주도여행,#성박물관,#미스트롯제주도,#미스트롯 제주도공연,#미스트롯콘서트,#19금,#브이로그,#미스트롯제주,#미스트롯제주콘서트,#미스트롯노래모음,#미스트롯비키니,#미스트롯음원	신생 여행 채널 떠나GO에서 선보이는 첫 번째 콘텐츠 미스트롯 in 제주도입니다  2019년 핫 키워드 중 하나인 트롯 계를 빛낸 미스트롯 출신 한담희와 장서영 양의 솔직하고 유쾌한 제주도 여행 브이로그를 본격적으로 시작합니다 내 손안에 함께 떠나는 떠나GO 제주도 여행 첫 번째 여행지는 제주러브랜드입니다 성인들을 위한 앙큼하고 발칙한 미술관으로 여러분을 초대합니다 콘텐츠 관련 및 제휴 문의 jclub2019 gmail com   010 5374 4589	2019-08-08 00:00:00	https://i.ytimg.com/vi/67hXYvLHCYo/sddefault.jpg	https://www.youtube.com/watch?v=67hXYvLHCYo	 제주도여행 with 미스트롯  야 한 상상 러브랜드  ㅓㅜㅑ.mp4	 제주도여행 with 미스트롯  야 한 상상 러브랜드  ㅓㅜㅑ.mp3
912	해녀뮤지엄	80명	-	-	해녀박물관 홍보영상	764	10	맛집/투어	제주도	-		해녀들의 힘찬 숨비소리가 들리는 바다 해녀박물관 홍보영상입니다 	2021-02-10 00:00:00	https://i.ytimg.com/vi/Y9BhSBsyxCk/sddefault.jpg	https://www.youtube.com/watch?v=Y9BhSBsyxCk	해녀박물관 홍보영상.mp4	해녀박물관 홍보영상.mp3
913	세계여행 찐따루따(J.RUTA)	209명	-	-	 국내여행11   번외  넥슨 컴퓨터 박물관에서 추억의 게임하기   메이플 스토리   카트라이더   제주도   제주 여행	798	20	맛집/투어	제주도	-	제주,넥슨,박물관,컴퓨터박물관,컴퓨터,게임,메이플스토리,카트라이더,카트,메이플,마비노기,듀랑고,배찌,던파,던전앤파이터,제주도,여행,매킨토시,아이맥,디스켓,가족,가족여행,주말여행,주말,어린이,학생,갤러그,korea,jeju,asia,asian,korean,travel,trip,vlog,브이로그,museum,computer,imac,macintosh,maplestory,kartrider,dungeon,fighter,韓国,旅行,家族,週末,チェジュ,nexon,ネクソン,博物館,ゲーム,パソコン,思い出,メイプルストーリー,カートライダー,ダンジョン,ファイター,ディスケット,タイプライター,타자기,ディスク,フロッピー,任天堂,닌텐도,アップル	정말로 이번 제주도 마지막 여행 영상입니다 : 올릴까 말까 고민하다가 뒤늦게 올리게 되었어요 촬영 장비 Go pro 9 hero	2021-12-16 00:00:00	https://i.ytimg.com/vi/oZ-mAPnUZZE/sddefault.jpg	https://www.youtube.com/watch?v=oZ-mAPnUZZE	 국내여행11   번외  넥슨 컴퓨터 박물관에서 추억의 게임하기   메이플 스토리   카트라이더   제주도   제주 여행.mp4	 국내여행11   번외  넥슨 컴퓨터 박물관에서 추억의 게임하기   메이플 스토리   카트라이더   제주도   제주 여행.mp3
914	뿌잉뽀잉 라이프 Ppuing Ppoing Siblings		-	-	신기하고 무서운 것들이 가득   믿거나 말거나 박물관  Believe it or not Museum 	21043	141	맛집/투어	제주도	-	제주도,제주,믿거나 말거나,믿거나 말거나 박물관,무서운,신기한,공포,해골,믿을 수 없는,Believe it or not,무서움,신기함,박물관,제주 박물관,중문,제주 관광,제주 가볼 곳,제주 갈만한 곳,제주도 아이들과,허팝,Museum	신기하고 무서운 것들이 가득한 믿거나 말거나 박물관에  갔습니다 중간에 무서운 것들이 나오니 이불 덮고 보시기를 	2019-02-10 00:00:00	https://i.ytimg.com/vi/jc_Dp3q5mMU/sddefault.jpg	https://www.youtube.com/watch?v=jc_Dp3q5mMU	신기하고 무서운 것들이 가득   믿거나 말거나 박물관  Believe it or not Museum.mp4	신기하고 무서운 것들이 가득   믿거나 말거나 박물관  Believe it or not Museum.mp3
915	SANGJYEO 상져	48명	-	-	vlog  제주에 예쁜게 얼마나 많게   제주서쪽  제주도 박물관  소품샵  편집샵   본태박물관  그런마인드빈티지  부키니스트북스  수풀수풀	7429	97	맛집/투어	제주도	-	제주,제주도,제주도여행,제주도브이로그,제주브이로그,제주여행브이로그,엄마랑여행,엄마랑제주도,제주식당추천,제주관광추천,제주숙소추천,제주빵집추천,제주도소품샵,제주소품샵,제주도빈티지,제주빈티지,제주도편집샵,제주편집샵,더리트리브,그런마인드빈티지,부키니스트북스,본태박물관,수풀수풀,흰백,협재해수욕장,트로피칼하이드어웨이,동문시장,동문시장맛집,아베베베이커리	엄마랑 6일 다녀온 제주도 마지막편  엄마랑 둘 다 예쁜거 보는걸 좋아해서 가장 행복했던 시간들이 담긴 브이로그예요  혹시  첫편부터 다 봐주신분이 있다면  정말 감사하구 사랑합니다  다음에는 일상 시즈니 브이로그가 업로드될 것 같아요 함께 즐겁게 봐주시고 언제나 피드백  댓글 환영합니다  행복한 하루 보내세요 Sound Cloud   all of me  sarah hunt  Mrs lover  ft Hadji Gaviota  MontytheHokage   Uzu https: soundcloud com tsuki uzu if you 3 me w ck ref clipboard p i c 0 utm source clipboard utm medium text utm campaign social sharing  dont know my love for you  Dixxy  pennies from heaven  sarah hunt	2021-05-15 00:00:00	https://i.ytimg.com/vi/-IEY5hPBR70/sddefault.jpg	https://www.youtube.com/watch?v=-IEY5hPBR70	vlog  제주에 예쁜게 얼마나 많게   제주서쪽  제주도 박물관  소품샵  편집샵   본태박물관  그런마인드빈티지  부키니스트북스  수풀수풀.mp4	vlog  제주에 예쁜게 얼마나 많게   제주서쪽  제주도 박물관  소품샵  편집샵   본태박물관  그런마인드빈티지  부키니스트북스  수풀수풀.mp3
916	김스라이프-소소한 일상	3.35천명	-	-	제주여행   세계자동차박물관 피아노박물관	1503	10	맛집/투어	제주도	-	제주여행,세계자동차박물관,피아노박물관,클래식자동차,클래식피아노,24k황금피아노,로댕이조각한피아노,그랜드피아노,시발택시	 제주여행  세계자동차박물관  피아노박물관 비가 많이 와서 들려본 세계자동차 피아노박물관 큰 기대를 하고 가진 않았는데 전시된 자동차와 피아노가 꽤 많았습니다 자동차  피아노 좋아하시는분들 가보시면 좋을듯 합니다 	2020-04-30 00:00:00	https://i.ytimg.com/vi/raynZ2v3tek/sddefault.jpg	https://www.youtube.com/watch?v=raynZ2v3tek	제주여행   세계자동차박물관 피아노박물관.mp4	제주여행   세계자동차박물관 피아노박물관.mp3
917	이앉 Next Travel Project	4.53천명	-	-	이효리 이상순 BTS도 다녀갔다던 제주 여행지    본태박물관 브이로그  	4632	47	맛집/투어	제주도	-	본태박물관,쿠사마야요이,안도타다오,제주여행,제주 본태박물관,제주여행 브이로그,제주 브이로그,제주도 브이로그,제주 실내여행지,제주도,안도다다오,본태박물관 쿠사마 야요이,BTS 남준,BTS여행지,이효리 이상순	제주여행 브이로그 3탄  오늘의 주제는 본태박물관 입니다   이효리 이상순 커플은 물론  BTS 남준도 다녀갔다는 제주 여행지로  멋진 예술 작품도 함께 만나볼 수 있는 곳입니다 참고로 저는 이번 본태박물관 방문 때  도슨트 해설을 미리 예약해 듣고 왔는데요   그냥 가서 관람하는 것 보다 훨씬 알차게  작품에 대해 알 수 있는 시간이라서 더 즐거웠어요 역시 아는 만큼 보고 느끼는 것 같습니다   여행을 자유롭게 다닐 수 있는 그날이 곧 오길 바라며 오늘은 여행 브이로그를 보며 랜선여행 함께해요   본태박물관  제주여행  제주브이로그  본태박물관   위치 : 제주 서귀포시 안덕면 산록남로762번길 69  전화번호 : 064 792 8108  운영시간 : 매일 10시 18시  연중무휴  입장료 : 성인 20 000원  도슨트투어 비용 별도   입장료 구매 : https: bit ly 3tJaRjM  도슨트 예약 : https: bit ly 3w2tmRU 위 링크에는 추천인링크가 포함되어 있어  링크를 통해 구매를 하면 제게 소정의 수수료가 지급됩니다    구독하기 : https: bit ly 2HdpgSM  Instagram : https: www instagram com hannapride  Contact : hannapride ku gmail com Song : 샛별   Rainbow   https: youtu be LnIsdWZ gkM	2021-05-14 00:00:00	https://i.ytimg.com/vi/g5XjMczNG7I/sddefault.jpg	https://www.youtube.com/watch?v=g5XjMczNG7I	이효리 이상순 BTS도 다녀갔다던 제주 여행지    본태박물관 브이로그.mp4	이효리 이상순 BTS도 다녀갔다던 제주 여행지    본태박물관 브이로그.mp3
918	아빠랑재희랑	136명	-	-	제주도여행 박물관 체험 3곳 : 브릭캠퍼스  퍼시픽랜드  자동차박물관  가족여행  아이와 여행  제주도  박물관  제주  육아	3152	22	맛집/투어	제주도	-	브릭캠퍼스,퍼시픽랜드,자동차박물관,가족여행,아이와 여행,제주도 여행,제주,박물관,체험,육아	아이와의 여행에서 빠질수 없는 박물관과 체험 이번 제주도 여행에 방문했던 박물관 체험 3곳 6살 재희의 2박 3일간 제주도 여행기 지금 시작합니다  여행지 순서 1  브릭캠퍼스 2  퍼시픽랜드 3  자동차박물관  출연 : 아빠  재희   기획  촬영  편집  수고하신 분 : 아빠  잔소리하신 분 : 엄마  네이버 블로그 : https: blog naver com jaehee is happy  인스타그램 : https: www instagram com jaehee papa  제휴문의 : jaehee is happy naver com  음원 : Jim Yosef   Imagine  NCS Release https: www youtube com watch v 6V1BWVNLCkU	2018-09-09 00:00:00	https://i.ytimg.com/vi/qdirozlqKMw/sddefault.jpg	https://www.youtube.com/watch?v=qdirozlqKMw	제주도여행 박물관 체험 3곳 : 브릭캠퍼스  퍼시픽랜드  자동차박물관  가족여행  아이와 여행  제주도  박물관  제주  육아.mp4	제주도여행 박물관 체험 3곳 : 브릭캠퍼스  퍼시픽랜드  자동차박물관  가족여행  아이와 여행  제주도  박물관  제주  육아.mp3
